"","Temp","Precip","Month","Region"
"39",0.151612903225806,3.30967741935484,"Mar","Yarmouth"
"40",4.68666666666667,3.37333333333333,"Apr","Yarmouth"
"41",9.34193548387097,3.09354838709677,"May","Yarmouth"
"42",13.4033333333333,3.04666666666667,"Jun","Yarmouth"
"43",16.2935483870968,2.63870967741935,"Jul","Yarmouth"
"44",16.5967741935484,2.78064516129032,"Aug","Yarmouth"
"45",13.5933333333333,2.95333333333333,"Sep","Yarmouth"
"46",9.24516129032258,3.50967741935484,"Oct","Yarmouth"
"47",4.9,4.51666666666667,"Nov","Yarmouth"
"48",-0.464516129032258,4.64193548387097,"Dec","Yarmouth"
"49",-8.11290322580645,3.42903225806452,"Jan","Charlottvl"
"50",-8.2607142857143,3.23214285714286,"Feb","Charlottvl"
"51",-3.44193548387097,3.02903225806452,"Mar","Charlottvl"
"52",2.31666666666667,2.99333333333333,"Apr","Charlottvl"
"53",8.75806451612903,3.10645161290323,"May","Charlottvl"
"54",14.4433333333333,3.02,"Jun","Charlottvl"
"55",18.2935483870968,2.65806451612903,"Jul","Charlottvl"
"56",17.9774193548387,2.99354838709677,"Aug","Charlottvl"
"57",13.44,3.09,"Sep","Charlottvl"
"58",8.02903225806452,3.66129032258065,"Oct","Charlottvl"
"59",2.57333333333333,4.03,"Nov","Charlottvl"
"60",-4.15161290322581,4.25806451612903,"Dec","Charlottvl"
"61",-9.92258064516129,3.06774193548387,"Jan","Fredericton"
"62",-8.7392857142857,2.88214285714286,"Feb","Fredericton"
"63",-2.58709677419355,3.00645161290323,"Mar","Fredericton"
"64",4.06,2.78666666666667,"Apr","Fredericton"
"65",10.7870967741935,3.02903225806452,"May","Fredericton"
"66",16.2066666666667,2.95,"Jun","Fredericton"
"67",19.2354838709677,2.68709677419355,"Jul","Fredericton"
"68",18.3064516129032,3.14516129032258,"Aug","Fredericton"
"69",13.0033333333333,3.02333333333333,"Sep","Fredericton"
"70",7.3,3.13870967741935,"Oct","Fredericton"
"71",1.17,3.61333333333333,"Nov","Fredericton"
"72",-6.58709677419355,3.73225806451613,"Dec","Fredericton"
"73",-23.7129032258065,1.79032258064516,"Jan","Scheffervll"
"74",-22.375,1.26785714285714,"Feb","Scheffervll"
"75",-15.8806451612903,1.39032258064516,"Mar","Scheffervll"
"76",-7.35,1.67,"Apr","Scheffervll"
"77",0.909677419354839,1.60967741935484,"May","Scheffervll"
"78",8.23333333333333,2.39,"Jun","Scheffervll"
"79",12.3709677419355,3.20322580645161,"Jul","Scheffervll"
"80",10.9483870967742,2.88387096774194,"Aug","Scheffervll"
"81",5.35333333333333,3.11333333333333,"Sep","Scheffervll"
"82",-1.44516129032258,3.03870967741935,"Oct","Scheffervll"
"83",-9.2,2.26666666666667,"Nov","Scheffervll"
"84",-19.6806451612903,1.64838709677419,"Dec","Scheffervll"
"85",-15.358064516129,1.9,"Jan","Arvida"
"86",-13.2321428571429,1.74285714285714,"Feb","Arvida"
"87",-5.82258064516129,1.58387096774194,"Mar","Arvida"
"88",2.95,1.47,"Apr","Arvida"
"89",10.1967741935484,2.4741935483871,"May","Arvida"
"90",16.0033333333333,2.92,"Jun","Arvida"
"91",18.6645161290323,3.61612903225806,"Jul","Arvida"
"92",17.058064516129,3,"Aug","Arvida"
"93",11.95,3.29,"Sep","Arvida"
"94",5.96451612903226,2.30322580645161,"Oct","Arvida"
"95",-1.15666666666667,2.45666666666667,"Nov","Arvida"
"96",-11.0387096774194,2.66129032258065,"Dec","Arvida"
"97",-16.2354838709677,1.96129032258065,"Jan","Bagottville"
"98",-14.3035714285714,1.71785714285714,"Feb","Bagottville"
"99",-6.59032258064516,1.71612903225806,"Mar","Bagottville"
"100",2.26666666666667,1.78,"Apr","Bagottville"
"101",9.32903225806452,2.57741935483871,"May","Bagottville"
"102",15.3733333333333,3.02666666666667,"Jun","Bagottville"
"103",17.9387096774194,3.76129032258065,"Jul","Bagottville"
"104",16.458064516129,3.26451612903226,"Aug","Bagottville"
"105",11.02,3.25666666666667,"Sep","Bagottville"
"106",4.98387096774194,2.56451612903226,"Oct","Bagottville"
"107",-2.35666666666667,2.53,"Nov","Bagottville"
"108",-11.9709677419355,2.39677419354839,"Dec","Bagottville"
"109",-12.7806451612903,2.93225806451613,"Jan","Quebec"
"110",-11.2785714285714,2.53928571428571,"Feb","Quebec"
"111",-4.6741935483871,2.71290322580645,"Mar","Quebec"
"112",3.29333333333333,2.60333333333333,"Apr","Quebec"
"113",10.9096774193548,3.36451612903226,"May","Quebec"
"114",16.38,3.69666666666667,"Jun","Quebec"
"115",19.0483870967742,3.89677419354839,"Jul","Quebec"
"116",17.6483870967742,3.8258064516129,"Aug","Quebec"
"117",12.4966666666667,4.07333333333333,"Sep","Quebec"
"118",6.45806451612903,3.16774193548387,"Oct","Quebec"
"119",-0.54,3.48333333333333,"Nov","Quebec"
"120",-8.98387096774194,3.38387096774194,"Dec","Quebec"
"121",-11.8161290322581,2.37096774193548,"Jan","Sherbrooke"
"122",-10.6535714285714,2.16428571428571,"Feb","Sherbrooke"
"123",-4.03548387096774,2.45806451612903,"Mar","Sherbrooke"
"124",3.92666666666667,2.58333333333333,"Apr","Sherbrooke"
"125",10.7903225806452,2.99032258064516,"May","Sherbrooke"
"126",15.49,3.42333333333333,"Jun","Sherbrooke"
"127",17.9709677419355,3.72903225806452,"Jul","Sherbrooke"
"128",16.6870967741935,4.15806451612903,"Aug","Sherbrooke"
"129",11.9633333333333,3.36333333333333,"Sep","Sherbrooke"
"130",6.38064516129032,2.92903225806452,"Oct","Sherbrooke"
"131",-1.81567723818906e-17,3.24,"Nov","Sherbrooke"
"132",-8.21935483870968,2.99032258064516,"Dec","Sherbrooke"
"133",-10.5322580645161,2.15483870967742,"Jan","Montreal"
"134",-9.05714285714286,2.00714285714286,"Feb","Montreal"
"135",-2.51290322580645,2.18387096774194,"Mar","Montreal"
"136",5.72333333333333,2.53666666666667,"Apr","Montreal"
"137",12.9935483870968,2.18064516129032,"May","Montreal"
"138",18.04,2.79,"Jun","Montreal"
"139",20.8290322580645,2.79354838709677,"Jul","Montreal"
"140",19.4161290322581,3.17741935483871,"Aug","Montreal"
"141",14.5166666666667,2.88666666666667,"Sep","Montreal"
"142",8.28387096774193,2.45161290322581,"Oct","Montreal"
"143",1.66333333333333,3.08666666666667,"Nov","Montreal"
"144",-6.76774193548387,2.65806451612903,"Dec","Montreal"
"145",-11.0838709677419,1.92903225806452,"Jan","Ottawa"
"146",-9.41785714285714,2.07857142857143,"Feb","Ottawa"
"147",-2.82903225806452,2.15483870967742,"Mar","Ottawa"
"148",5.63333333333333,2.43333333333333,"Apr","Ottawa"
"149",12.9258064516129,2.45806451612903,"May","Ottawa"
"150",17.9733333333333,2.6,"Jun","Ottawa"
"151",20.7806451612903,2.91612903225806,"Jul","Ottawa"
"152",19.2322580645161,2.94193548387097,"Aug","Ottawa"
"153",14.21,2.71333333333333,"Sep","Ottawa"
"154",7.8483870967742,2.36451612903226,"Oct","Ottawa"
"155",1.01333333333333,2.84666666666667,"Nov","Ottawa"
"156",-7.50645161290323,2.54838709677419,"Dec","Ottawa"
"157",-6.80645161290323,1.49032258064516,"Jan","Toronto"
"158",-6.1,1.55714285714286,"Feb","Toronto"
"159",-0.790322580645161,1.79354838709677,"Mar","Toronto"
"160",6.15666666666667,2.31333333333333,"Apr","Toronto"
"161",12.4,2.14193548387097,"May","Toronto"
"162",17.4966666666667,2.26666666666667,"Jun","Toronto"
"163",20.5322580645161,2.56129032258064,"Jul","Toronto"
"164",19.4935483870968,2.73225806451613,"Aug","Toronto"
"165",15.1366666666667,2.43,"Sep","Toronto"
"166",8.89677419354839,1.99677419354839,"Oct","Toronto"
"167",3.22,2.37333333333333,"Nov","Toronto"
"168",-3.31612903225806,2.04193548387097,"Dec","Toronto"
"169",-6.7516129032258,2.28064516129032,"Jan","London"
"170",-6.21428571428571,2.10357142857143,"Feb","London"
"171",-0.603225806451613,2.38709677419355,"Mar","London"
"172",6.30333333333333,2.69333333333333,"Apr","London"
"173",12.6612903225806,2.40645161290323,"May","London"
"174",17.7166666666667,2.76333333333333,"Jun","London"
"175",20.2935483870968,2.64193548387097,"Jul","London"
"176",19.2612903225806,2.83548387096774,"Aug","London"
"177",15.1966666666667,2.88666666666667,"Sep","London"
"178",9.06774193548387,2.46451612903226,"Oct","London"
"179",3.25,3.03666666666667,"Nov","London"
"180",-3.30967741935484,2.9741935483871,"Dec","London"
"181",-15.058064516129,1.00967741935484,"Jan","Thunderbay"
"182",-12.6571428571429,0.860714285714286,"Feb","Thunderbay"
"183",-5.64193548387097,1.27741935483871,"Mar","Thunderbay"
"184",2.68333333333333,1.64,"Apr","Thunderbay"
"185",9.04193548387097,2.24838709677419,"May","Thunderbay"
"186",13.8566666666667,2.74666666666667,"Jun","Thunderbay"
"187",17.5870967741935,2.70322580645161,"Jul","Thunderbay"
"188",16.4838709677419,2.79354838709677,"Aug","Thunderbay"
"189",11.1266666666667,2.86666666666667,"Sep","Thunderbay"
"190",5.26129032258065,1.96451612903226,"Oct","Thunderbay"
"191",-2.80666666666667,1.69333333333333,"Nov","Thunderbay"
"192",-11.3161290322581,1.28709677419355,"Dec","Thunderbay"
"193",-18.3193548387097,0.596774193548387,"Jan","Winnipeg"
"194",-14.9428571428571,0.5,"Feb","Winnipeg"
"195",-6.79354838709677,0.712903225806452,"Mar","Winnipeg"
"196",3.82,1.20666666666667,"Apr","Winnipeg"
"197",11.7032258064516,1.88387096774194,"May","Winnipeg"
"198",16.92,2.80333333333333,"Jun","Winnipeg"
"199",19.5903225806452,2.46129032258065,"Jul","Winnipeg"
"200",18.341935483871,2.47741935483871,"Aug","Winnipeg"
"201",12.2433333333333,1.73,"Sep","Winnipeg"
"202",5.50645161290323,0.958064516129032,"Oct","Winnipeg"
"203",-4.91666666666667,0.74,"Nov","Winnipeg"
"204",-14.5774193548387,0.612903225806452,"Dec","Winnipeg"
"205",-21.341935483871,0.512903225806452,"Jan","The Pas"
"206",-17.425,0.510714285714286,"Feb","The Pas"
"207",-9.68064516129032,0.65483870967742,"Mar","The Pas"
"208",0.57,0.893333333333333,"Apr","The Pas"
"209",8.72258064516129,1.07096774193548,"May","The Pas"
"210",14.6966666666667,2.11666666666667,"Jun","The Pas"
"211",17.6129032258065,2.30967741935484,"Jul","The Pas"
"212",16.3741935483871,2.03548387096774,"Aug","The Pas"
"213",9.85,1.9,"Sep","The Pas"
"214",3.31612903225806,1.24838709677419,"Oct","The Pas"
"215",-7.75333333333333,0.846666666666667,"Nov","The Pas"
"216",-17.8483870967742,0.62258064516129,"Dec","The Pas"
"217",-27.041935483871,0.529032258064516,"Jan","Churchill"
"218",-25.6071428571429,0.435714285714286,"Feb","Churchill"
"219",-20.1806451612903,0.583870967741935,"Mar","Churchill"
"220",-10.2533333333333,0.69,"Apr","Churchill"
"221",-1.13225806451613,0.967741935483871,"May","Churchill"
"222",6.31333333333333,1.44,"Jun","Churchill"
"223",11.8258064516129,1.68709677419355,"Jul","Churchill"
"224",11.3516129032258,1.94516129032258,"Aug","Churchill"
"225",5.46333333333333,1.87,"Sep","Churchill"
"226",-1.61290322580645,1.47741935483871,"Oct","Churchill"
"227",-12.6433333333333,1.16666666666667,"Nov","Churchill"
"228",-22.7548387096774,0.603225806451613,"Dec","Churchill"
"229",-16.4967741935484,0.451612903225806,"Jan","Regina"
"230",-12.8357142857143,0.435714285714286,"Feb","Regina"
"231",-5.65483870967742,0.545161290322581,"Mar","Regina"
"232",4.22,0.683333333333333,"Apr","Regina"
"233",11.4709677419355,1.54193548387097,"May","Regina"
"234",16.3733333333333,2.38666666666667,"Jun","Regina"
"235",18.8612903225806,2.01612903225806,"Jul","Regina"
"236",18.0322580645161,1.3741935483871,"Aug","Regina"
"237",11.6233333333333,1.14,"Sep","Regina"
"238",4.99354838709677,0.664516129032258,"Oct","Regina"
"239",-5.14333333333333,0.396666666666667,"Nov","Regina"
"240",-13.4870967741935,0.525806451612903,"Dec","Regina"
"241",-19.7612903225806,0.487096774193548,"Jan","Pr. Albert"
"242",-15.8642857142857,0.482142857142857,"Feb","Pr. Albert"
"243",-8.28387096774193,0.541935483870968,"Mar","Pr. Albert"
"244",2.77,0.77,"Apr","Pr. Albert"
"245",10.4096774193548,1.39354838709677,"May","Pr. Albert"
"246",15.1333333333333,2.31333333333333,"Jun","Pr. Albert"
"247",17.4645161290323,2.35161290322581,"Jul","Pr. Albert"
"248",16.1258064516129,1.7741935483871,"Aug","Pr. Albert"
"249",9.96333333333333,1.30333333333333,"Sep","Pr. Albert"
"250",3.58709677419355,0.735483870967742,"Oct","Pr. Albert"
"251",-7.54,0.56,"Nov","Pr. Albert"
"252",-16.8483870967742,0.609677419354839,"Dec","Pr. Albert"
"253",-26.8870967741935,0.67741935483871,"Jan","Uranium Cty"
"254",-22.2928571428571,0.521428571428571,"Feb","Uranium Cty"
"255",-15.0516129032258,0.609677419354839,"Mar","Uranium Cty"
"256",-2.48333333333333,0.636666666666667,"Apr","Uranium Cty"
"257",6.90967741935484,0.693548387096774,"May","Uranium Cty"
"258",13.28,1.26333333333333,"Jun","Uranium Cty"
"259",16.1967741935484,1.70967741935484,"Jul","Uranium Cty"
"260",14.4677419354839,1.72258064516129,"Aug","Uranium Cty"
"261",7.29333333333333,1.26666666666667,"Sep","Uranium Cty"
"262",0.435483870967742,1.18709677419355,"Oct","Uranium Cty"
"263",-11.77,0.93,"Nov","Uranium Cty"
"264",-22.1870967741935,0.664516129032258,"Dec","Uranium Cty"
"265",-14.0741935483871,0.761290322580645,"Jan","Edmonton"
"266",-10.8,0.560714285714286,"Feb","Edmonton"
"267",-5.08064516129032,0.503225806451613,"Mar","Edmonton"
"268",3.83666666666667,0.766666666666667,"Apr","Edmonton"
"269",10.3806451612903,1.43870967741935,"May","Edmonton"
"270",14.2033333333333,2.57666666666667,"Jun","Edmonton"
"271",15.9838709677419,3.1,"Jul","Edmonton"
"272",15.058064516129,2.2258064516129,"Aug","Edmonton"
"273",9.97,1.54333333333333,"Sep","Edmonton"
"274",4.52258064516129,0.616129032258064,"Oct","Edmonton"
"275",-5.66333333333333,0.543333333333333,"Nov","Edmonton"
"276",-12.0838709677419,0.6,"Dec","Edmonton"
"277",-9.44516129032258,0.364516129032258,"Jan","Calgary"
"278",-6.28571428571429,0.342857142857143,"Feb","Calgary"
"279",-2.24193548387097,0.461290322580645,"Mar","Calgary"
"280",4.27666666666667,0.79,"Apr","Calgary"
"281",9.76774193548387,1.75483870967742,"May","Calgary"
"282",13.9433333333333,2.72666666666667,"Jun","Calgary"
"283",16.2483870967742,2.20967741935484,"Jul","Calgary"
"284",15.641935483871,1.65806451612903,"Aug","Calgary"
"285",10.66,1.51666666666667,"Sep","Calgary"
"286",5.59032258064516,0.5,"Oct","Calgary"
"287",-2.98666666666667,0.413333333333333,"Nov","Calgary"
"288",-8.00322580645161,0.390322580645161,"Dec","Calgary"
"289",-4.79354838709677,0.819354838709677,"Jan","Kamloops"
"290",-0.55,0.485714285714286,"Feb","Kamloops"
"291",4.55806451612903,0.316129032258065,"Mar","Kamloops"
"292",9.53,0.5,"Apr","Kamloops"
"293",14.2258064516129,0.725806451612903,"May","Kamloops"
"294",18.2933333333333,1.01,"Jun","Kamloops"
"295",20.8290322580645,0.916129032258065,"Jul","Kamloops"
"296",20.3129032258065,0.974193548387097,"Aug","Kamloops"
"297",15.01,0.886666666666667,"Sep","Kamloops"
"298",8.50645161290323,0.493548387096774,"Oct","Kamloops"
"299",1.63,0.77,"Nov","Kamloops"
"300",-3.16774193548387,1.02258064516129,"Dec","Kamloops"
"301",2.98387096774194,4.8741935483871,"Jan","Vancouver"
"302",4.74642857142857,4.21071428571429,"Feb","Vancouver"
"303",6.38387096774194,3.44516129032258,"Mar","Vancouver"
"304",8.94333333333333,2.63333333333333,"Apr","Vancouver"
"305",12.2774193548387,1.96129032258065,"May","Vancouver"
"306",15.23,1.62666666666667,"Jun","Vancouver"
"307",17.2903225806452,1.16451612903226,"Jul","Vancouver"
"308",17.4322580645161,1.29677419354839,"Aug","Vancouver"
"309",14.3566666666667,2.01666666666667,"Sep","Vancouver"
"310",10.0290322580645,3.58709677419355,"Oct","Vancouver"
"311",5.96333333333333,5.62,"Nov","Vancouver"
"312",3.51935483870968,5.61612903225806,"Dec","Vancouver"
"313",3.51612903225806,4.49354838709677,"Jan","Victoria"
"314",4.89285714285714,3.46428571428571,"Feb","Victoria"
"315",6.2483870967742,2.31290322580645,"Mar","Victoria"
"316",8.52,1.49333333333333,"Apr","Victoria"
"317",11.6129032258065,1.09354838709677,"May","Victoria"
"318",14.36,0.923333333333333,"Jun","Victoria"
"319",16.2677419354839,0.629032258064516,"Jul","Victoria"
"320",16.2741935483871,0.783870967741936,"Aug","Victoria"
"321",13.8166666666667,1.14,"Sep","Victoria"
"322",9.77741935483871,2.36451612903226,"Oct","Victoria"
"323",5.97666666666667,4.54333333333333,"Nov","Victoria"
"324",3.9,4.8258064516129,"Dec","Victoria"
"325",-9.88064516129032,1.77741935483871,"Jan","Pr. George"
"326",-5.44285714285714,1.21428571428571,"Feb","Pr. George"
"327",-0.516129032258065,1.03548387096774,"Mar","Pr. George"
"328",4.86333333333333,0.993333333333333,"Apr","Pr. George"
"329",9.61935483870968,1.60967741935484,"May","Pr. George"
"330",13.23,2.24666666666667,"Jun","Pr. George"
"331",15.3322580645161,1.9,"Jul","Pr. George"
"332",14.7193548387097,1.83870967741935,"Aug","Pr. George"
"333",9.93666666666667,1.96333333333333,"Sep","Pr. George"
"334",4.71935483870968,1.9258064516129,"Oct","Pr. George"
"335",-2.98333333333333,1.77,"Nov","Pr. George"
"336",-8.16129032258065,1.70967741935484,"Dec","Pr. George"
"337",0.935483870967742,8.22903225806452,"Jan","Pr. Rupert"
"338",2.54642857142857,7.675,"Feb","Pr. Rupert"
"339",3.69032258064516,6.00322580645161,"Mar","Pr. Rupert"
"340",5.69,5.92666666666667,"Apr","Pr. Rupert"
"341",8.46451612903226,4.65483870967742,"May","Pr. Rupert"
"342",10.9833333333333,3.97333333333333,"Jun","Pr. Rupert"
"343",12.941935483871,3.61290322580645,"Jul","Pr. Rupert"
"344",13.3258064516129,5.18064516129032,"Aug","Pr. Rupert"
"345",11.3366666666667,8.45333333333333,"Sep","Pr. Rupert"
"346",7.99354838709677,12.2161290322581,"Oct","Pr. Rupert"
"347",4,10.19,"Nov","Pr. Rupert"
"348",1.82258064516129,9.15483870967742,"Dec","Pr. Rupert"
"349",-18.4354838709677,0.564516129032258,"Jan","Whitehorse"
"350",-13.2142857142857,0.435714285714286,"Feb","Whitehorse"
"351",-6.9741935483871,0.374193548387097,"Mar","Whitehorse"
"352",0.546666666666667,0.263333333333333,"Apr","Whitehorse"
"353",6.74516129032258,0.438709677419355,"May","Whitehorse"
"354",11.71,1.06666666666667,"Jun","Whitehorse"
"355",14.0096774193548,1.26129032258065,"Jul","Whitehorse"
"356",12.441935483871,1.24838709677419,"Aug","Whitehorse"
"357",7.17,1.21333333333333,"Sep","Whitehorse"
"358",0.558064516129032,0.75483870967742,"Oct","Whitehorse"
"359",-9.86333333333333,0.67,"Nov","Whitehorse"
"360",-15.6935483870968,0.619354838709677,"Dec","Whitehorse"
"361",-28.8258064516129,0.625806451612903,"Jan","Dawson"
"362",-23.7571428571429,0.564285714285714,"Feb","Dawson"
"363",-13.0161290322581,0.374193548387097,"Mar","Dawson"
"364",-1.06666666666667,0.353333333333333,"Apr","Dawson"
"365",7.7741935483871,0.770967741935484,"May","Dawson"
"366",13.5366666666667,1.33666666666667,"Jun","Dawson"
"367",15.5258064516129,1.51290322580645,"Jul","Dawson"
"368",12.5967741935484,1.45483870967742,"Aug","Dawson"
"369",5.93,1.11333333333333,"Sep","Dawson"
"370",-4.14838709677419,1.03225806451613,"Oct","Dawson"
"371",-17.81,0.873333333333333,"Nov","Dawson"
"372",-25.4258064516129,0.732258064516129,"Dec","Dawson"
"373",-27.8870967741935,0.490322580645161,"Jan","Yellowknife"
"374",-24.6964285714286,0.446428571428571,"Feb","Yellowknife"
"375",-18.1516129032258,0.380645161290323,"Mar","Yellowknife"
"376",-6.20666666666667,0.34,"Apr","Yellowknife"
"377",5.07741935483871,0.570967741935484,"May","Yellowknife"
"378",13.11,0.806666666666667,"Jun","Yellowknife"
"379",16.5193548387097,1.13225806451613,"Jul","Yellowknife"
"380",14.1451612903226,1.2741935483871,"Aug","Yellowknife"
"381",6.65,0.97,"Sep","Yellowknife"
"382",-1.49354838709677,1.10645161290323,"Oct","Yellowknife"
"383",-14.6633333333333,0.796666666666667,"Nov","Yellowknife"
"384",-23.9774193548387,0.470967741935484,"Dec","Yellowknife"
"385",-26.241935483871,0.690322580645161,"Jan","Iqaluit"
"386",-27.3285714285714,0.635714285714286,"Feb","Iqaluit"
"387",-23.8193548387097,0.67741935483871,"Mar","Iqaluit"
"388",-15.0733333333333,0.886666666666667,"Apr","Iqaluit"
"389",-4.40322580645161,0.919354838709677,"May","Iqaluit"
"390",3.38666666666667,1.20666666666667,"Jun","Iqaluit"
"391",7.65806451612903,1.85161290322581,"Jul","Iqaluit"
"392",6.80645161290323,2.01935483870968,"Aug","Iqaluit"
"393",2.20333333333333,1.77666666666667,"Sep","Iqaluit"
"394",-4.80322580645161,1.29354838709677,"Oct","Iqaluit"
"395",-12.9933333333333,0.996666666666667,"Nov","Iqaluit"
"396",-22.4129032258065,0.635483870967742,"Dec","Iqaluit"
"397",-28.6290322580645,0.516129032258065,"Jan","Inuvik"
"398",-28.3285714285714,0.417857142857143,"Feb","Inuvik"
"399",-23.7032258064516,0.367741935483871,"Mar","Inuvik"
"400",-13.81,0.436666666666667,"Apr","Inuvik"
"401",-0.406451612903226,0.606451612903226,"May","Inuvik"
"402",10.66,0.736666666666667,"Jun","Inuvik"
"403",13.9387096774194,1.06129032258065,"Jul","Inuvik"
"404",10.6741935483871,1.43548387096774,"Aug","Inuvik"
"405",3.18,0.866666666666667,"Sep","Inuvik"
"406",-8.16129032258065,0.94516129032258,"Oct","Inuvik"
"407",-21.5,0.59,"Nov","Inuvik"
"408",-26.141935483871,0.535483870967742,"Dec","Inuvik"
"409",-32.3741935483871,0.119354838709677,"Jan","Resolute"
"410",-33.0071428571429,0.107142857142857,"Feb","Resolute"
"411",-31.2322580645161,0.193548387096774,"Mar","Resolute"
"412",-23.5566666666667,0.21,"Apr","Resolute"
"413",-10.9774193548387,0.32258064516129,"May","Resolute"
"414",-0.583333333333333,0.413333333333333,"Jun","Resolute"
"415",4.11935483870968,0.716129032258065,"Jul","Resolute"
"416",1.80967741935484,1.01612903225806,"Aug","Resolute"
"417",-4.98333333333333,0.753333333333333,"Sep","Resolute"
"418",-15.0483870967742,0.451612903225806,"Oct","Resolute"
"419",-24.4533333333333,0.233333333333333,"Nov","Resolute"
"420",-29.1258064516129,0.170967741935484,"Dec","Resolute"
